table,scope,metric,dataset,unit,years,details
TRADE_CTY_EXTRA_SHARE_PCT,Extra-EU,Share (% of total),cult_trd_prd,THS_EUR,"2023, 2022, 2021",Country-level shares computed within each year as 100 * product / TOTAL (extra-EU). TOTAL is the official prod_ct category (not computed as a sum). Total trade is imports + exports (sum over stk_flow).
