table,concept,dataset_id,freq,unit,transformation,details
EMPL_CTY_CULT_EMP_PER_ENTERPRISE,"Persons employed per enterprise, cultural sector (CLT)",sbs_ovw_act,A,,Direct Eurostat indicator EMP_ENT_NR (no recomputation),"geo=EU27 countries; nace_r2=CLT; indic_sbs=EMP_ENT_NR; years=2023,2022,2021"
