table,scope,metric,dataset,unit,years,details
TRADE_CTY_EXTRA_LEVEL_THS_EUR,Extra-EU,Level (thousand euro),cult_trd_prd,THS_EUR,"2023, 2022, 2021","Country-level totals from Eurostat cult_trd_prd. Partner=EXT_EU27_2020. Total trade is imports + exports (sum over stk_flow). Rows correspond to official prod_ct categories (TOTAL, MUSI, RECMED_FILMVG_XVC)."
